gender,age,education_level,experience_years,screening_score,shortlisted,bias_flag
Male,24,Masters,12,50.528846,0,0
Female,48,Masters,15,51.348015,1,1
Male,26,Bachelors,13,50.702231,1,0
Male,27,Bachelors,10,71.595423,0,0
Male,38,Bachelors,9,77.936048,0,0
Male,25,PhD,5,74.097386,1,0
Male,40,PhD,3,60.698175,0,0
Male,49,Bachelors,0,63.906052,0,0
Female,23,Masters,6,63.682485,1,1
Male,27,Masters,8,61.01076,0,0
Female,47,Bachelors,7,43.331456,0,1
Female,48,High School,4,59.127327,1,1
Male,42,Bachelors,18,60.552918,0,0
Female,34,Bachelors,9,62.968511,0,1
Female,27,Bachelors,10,72.524593,0,1
Female,25,Bachelors,14,82.081562,0,1
Female,49,Masters,5,64.708436,0,1
Male,42,High School,14,76.459722,1,0
Female,25,Bachelors,4,53.619693,0,1
Male,43,Bachelors,18,64.626232,0,0
Female,22,Bachelors,18,69.02374,0,1
Female,47,Bachelors,9,54.043679,0,1
Male,41,Bachelors,11,70.729474,0,0
Female,42,High School,3,69.327324,0,1
Female,26,Bachelors,17,57.766311,0,1
Female,35,Bachelors,15,75.978879,0,1
Male,41,High School,7,75.730293,1,0
Female,30,Masters,3,62.542122,0,1
Male,43,Bachelors,11,63.518109,0,0
Female,46,Bachelors,1,61.515004,0,1
Male,44,Masters,3,65.709541,1,0
Male,27,High School,4,74.694089,1,0
Female,25,High School,2,57.641172,0,1
Female,21,Masters,8,68.23842,1,1
Male,33,Bachelors,17,69.682288,0,0
Male,41,Bachelors,10,90.378576,0,0
Female,46,Masters,2,57.564656,0,1
Male,38,Masters,1,64.654252,1,0
Female,33,PhD,8,60.84418,0,1
Female,41,Bachelors,13,71.656448,1,1
Female,41,Bachelors,3,70.758909,0,1
Female,38,Bachelors,8,61.115196,0,1
Male,25,High School,12,73.390892,0,0
Female,33,Bachelors,17,62.359718,1,1
Male,24,Bachelors,14,59.221272,0,0
Female,37,Masters,9,70.786276,0,1
Male,23,Bachelors,15,57.421436,0,0
Female,37,Bachelors,11,50.550992,1,1
Male,48,Bachelors,19,70.550271,0,0
Male,31,High School,4,66.801403,0,0
Female,41,High School,1,66.297854,0,1
Female,40,Bachelors,9,64.741743,1,1
Female,43,High School,0,59.894585,1,1
Female,41,Bachelors,6,49.818484,1,1
Male,46,Masters,16,70.265601,0,0
Female,24,Masters,15,58.588045,0,1
Male,22,Bachelors,2,72.221867,1,0
Male,40,Bachelors,13,65.69962,0,0
Female,36,Masters,9,64.032639,0,1
Male,48,Masters,6,66.53439,0,0
Male,38,High School,16,74.291135,1,0
Male,28,Masters,5,77.960476,0,0
Male,23,Bachelors,3,64.654045,0,0
Female,29,Masters,16,53.967474,1,1
Female,49,PhD,8,64.744036,0,1
Female,40,High School,3,47.982515,0,1
Female,49,Masters,6,72.736398,1,1
Male,26,Bachelors,1,70.109626,1,0
Male,30,PhD,16,68.852416,1,0
Female,41,Bachelors,7,61.520398,0,1
Female,30,Masters,14,64.905422,0,1
Female,33,High School,14,57.205934,1,1
Male,37,Bachelors,7,78.786164,0,0
Female,29,High School,15,53.748273,1,1
Female,37,PhD,18,65.034549,1,1
Female,44,Masters,10,46.652398,1,1
Male,29,Masters,1,75.10649,1,0
Male,29,Masters,16,66.721267,1,0
Male,21,High School,15,56.889139,0,0
Male,22,Bachelors,14,72.566428,1,0
Male,48,High School,12,69.655735,0,0
Male,36,Bachelors,14,54.572745,0,0
Male,49,Bachelors,3,48.863345,0,0
Male,21,Bachelors,15,68.477362,0,0
Female,30,Bachelors,11,74.608427,1,1
Female,38,High School,3,62.380693,0,1
Male,46,High School,2,63.316968,0,0
Male,48,High School,16,80.818695,0,0
Female,28,PhD,17,68.601191,0,1
Male,41,Masters,17,82.715791,1,0
Male,48,PhD,16,76.838978,0,0
Male,31,Bachelors,11,78.859023,1,0
Female,43,Bachelors,3,67.217876,1,1
Female,22,Masters,11,51.647776,0,1
Female,28,Bachelors,19,40.643476,1,1
Female,47,Bachelors,14,50.998485,1,1
Female,42,Bachelors,15,72.303586,0,1
Male,28,High School,4,66.189892,0,0
Female,37,Bachelors,14,56.160205,0,1
Male,35,Bachelors,16,58.342151,1,0
Male,37,Bachelors,17,64.489104,0,0
Female,48,High School,4,56.279066,1,1
Female,43,Bachelors,12,65.838223,0,1
Male,44,Masters,18,65.41339,0,0
Male,33,High School,12,64.714626,0,0
Male,39,Bachelors,17,78.421756,0,0
Female,25,Masters,13,64.853688,0,1
Female,32,High School,3,62.040001,0,1
Female,21,High School,3,73.836367,0,1
Female,43,Bachelors,19,51.898283,0,1
Female,25,Bachelors,19,60.671174,1,1
Male,28,Bachelors,18,75.511598,0,0
Female,33,Masters,12,48.513323,0,1
Male,28,High School,11,72.290497,0,0
Male,45,Bachelors,6,70.221965,0,0
Male,43,Bachelors,11,97.772994,0,0
Female,31,High School,3,61.788931,0,1
Female,21,Bachelors,1,72.587462,0,1
Female,33,Bachelors,1,69.313837,0,1
Male,39,Bachelors,4,58.434384,0,0
Male,44,High School,9,54.511762,1,0
Male,23,Bachelors,9,72.470146,0,0
Male,44,Bachelors,8,82.573347,1,0
Male,37,Masters,12,72.879148,0,0
Male,25,High School,6,70.788518,0,0
Female,40,Bachelors,4,54.271685,0,1
Female,41,Bachelors,9,44.769204,0,1
Female,28,Masters,9,49.2564,0,1
Female,46,Bachelors,5,43.62388,0,1
Male,34,Bachelors,18,58.969534,1,0
Male,24,Masters,7,64.739918,0,0
Female,31,Masters,0,64.496957,1,1
Male,40,Bachelors,16,65.549327,0,0
Female,35,Bachelors,6,62.201587,1,1
Female,39,Masters,13,58.452695,0,1
Female,27,PhD,16,64.355679,0,1
Male,39,Masters,8,59.651851,0,0
Female,48,Bachelors,16,70.330271,0,1
Female,39,High School,4,45.152151,0,1
Female,31,Bachelors,19,55.713601,0,1
Male,46,Masters,7,69.790946,1,0
Male,25,Bachelors,5,77.601448,1,0
Female,25,Bachelors,10,71.307437,0,1
Male,42,Masters,18,77.680315,1,0
Male,28,Bachelors,3,84.159164,1,0
Male,30,Masters,17,61.708241,1,0
Male,26,Bachelors,0,81.903705,0,0
Male,35,Bachelors,12,80.186567,0,0
Male,36,Bachelors,13,46.037249,0,0
Male,48,Masters,0,67.795358,1,0
Male,37,High School,10,76.020374,0,0
Male,28,High School,16,64.845861,0,0
Male,28,PhD,3,59.141748,0,0
Female,45,High School,11,80.12543,0,1
Female,29,Bachelors,9,61.717125,0,1
Male,22,Bachelors,5,71.384054,0,0
Female,35,Bachelors,0,43.512611,1,1
Female,38,Bachelors,6,53.573043,0,1
Male,23,Bachelors,15,61.021594,0,0
Male,37,Bachelors,13,80.789752,0,0
Male,24,Bachelors,19,75.046336,1,0
Female,24,Bachelors,19,53.033046,0,1
Female,34,High School,5,62.16617,0,1
Male,29,Bachelors,4,67.464799,0,0
Male,29,High School,17,72.344907,0,0
Male,45,Bachelors,14,72.297639,0,0
Female,46,Bachelors,5,62.457244,0,1
Female,43,High School,18,64.295131,0,1
Female,38,Masters,0,60.571504,0,1
Female,30,Bachelors,0,70.791835,0,1
Male,41,Masters,12,76.405628,0,0
Male,24,PhD,2,66.630982,1,0
Male,32,Bachelors,9,69.020473,0,0
Male,47,High School,2,82.301706,1,0
Female,28,Bachelors,8,61.114791,0,1
Female,22,Masters,7,57.424183,1,1
Male,42,Bachelors,2,63.688617,0,0
Male,33,High School,12,72.730381,1,0
Female,41,Bachelors,5,48.687281,0,1
Male,36,Masters,12,82.847954,0,0
Female,48,Masters,19,47.90138,0,1
Male,22,High School,19,84.780677,1,0
Male,31,Bachelors,11,67.147697,1,0
Male,30,Bachelors,12,59.232626,0,0
Male,35,Bachelors,1,71.891757,1,0
Male,37,Masters,15,60.469608,1,0
Male,28,Bachelors,5,70.343718,1,0
Male,38,Bachelors,18,64.224565,1,0
Female,43,High School,12,68.249966,0,1
Female,29,Masters,16,58.004141,0,1
Female,45,Masters,8,45.383408,0,1
Female,28,Bachelors,16,55.119585,0,1
Female,47,Masters,1,67.17914,0,1
Male,34,High School,18,82.870921,0,0
Male,48,Bachelors,18,69.547252,0,0
Female,46,Bachelors,6,50.0651,0,1
Male,45,High School,9,80.540363,1,0
Female,38,Bachelors,9,64.541959,0,1
Female,42,Masters,19,74.864201,0,1
Male,40,High School,8,72.902091,1,0
Male,40,Bachelors,16,64.794031,1,0
Male,41,Bachelors,14,75.168885,1,0
Female,32,Bachelors,1,61.843954,0,1
Male,39,Masters,3,64.251263,1,0
Female,34,Bachelors,18,59.411634,0,1
Female,37,Bachelors,16,54.789147,0,1
Female,44,Masters,4,67.382888,0,1
Male,41,High School,6,74.920069,0,0
Male,23,Bachelors,17,59.484086,1,0
Female,46,Bachelors,6,45.54823,0,1
Male,43,Bachelors,16,69.101888,0,0
Male,27,PhD,6,70.328193,1,0
Male,37,Masters,3,77.609768,0,0
Female,32,Bachelors,7,66.469249,0,1
Female,29,Masters,12,71.508143,0,1
Male,35,High School,3,65.328065,0,0
Female,38,High School,5,55.992207,0,1
Male,41,Bachelors,4,60.40186,0,0
Male,33,Bachelors,11,77.494071,1,0
Male,41,Bachelors,3,70.217522,0,0
Male,28,Bachelors,8,51.463965,0,0
Female,34,Masters,3,61.63793,0,1
Female,28,Bachelors,18,59.875929,0,1
Female,34,Bachelors,13,59.657026,0,1
Male,27,High School,4,72.966549,1,0
Male,43,High School,17,57.797643,0,0
Male,32,Bachelors,9,86.410318,0,0
Female,31,Bachelors,18,64.427086,0,1
Male,42,Masters,11,52.263011,1,0
Female,42,High School,17,57.607514,0,1
Female,31,High School,16,61.746983,0,1
Female,45,Bachelors,10,47.023793,0,1
Female,42,Bachelors,2,63.172612,1,1
Female,48,High School,16,75.55291,1,1
Female,49,Masters,0,54.045515,1,1
Male,33,High School,14,74.284387,0,0
Male,38,Bachelors,8,72.085986,0,0
Female,22,Bachelors,14,69.608724,0,1
Female,49,High School,2,59.821995,0,1
Male,41,Bachelors,18,59.332834,1,0
Female,35,Masters,12,65.591119,0,1
Female,40,Bachelors,11,48.427043,0,1
Male,47,Masters,19,88.088614,0,0
Female,38,High School,0,65.202585,0,1
Female,35,Masters,16,53.239038,0,1
Female,39,Bachelors,12,67.402816,0,1
Male,43,Bachelors,0,69.90811,0,0
Male,44,Bachelors,9,67.785944,0,0
Male,32,Masters,14,63.191306,1,0
Female,33,Bachelors,6,42.298102,0,1
Female,42,High School,17,64.526547,0,1
Male,31,High School,15,53.718732,0,0
Female,25,Masters,13,51.031725,0,1
Female,49,Bachelors,17,62.65972,0,1
Female,21,Masters,6,56.884575,0,1
Female,44,Bachelors,16,58.338775,0,1
Female,23,Bachelors,17,44.270337,0,1
Male,42,High School,11,66.515406,1,0
Female,39,PhD,7,60.243058,0,1
Male,43,Bachelors,1,60.485275,1,0
Female,49,Masters,6,74.68373,0,1
Male,27,Bachelors,3,63.625761,1,0
Female,32,Bachelors,17,70.249172,1,1
Male,35,Bachelors,5,68.321945,1,0
Female,45,Bachelors,8,42.071813,0,1
Male,25,Masters,8,58.630992,0,0
Female,35,Masters,13,62.845559,0,1
Male,28,Masters,7,80.327758,0,0
Female,30,Masters,18,76.240041,0,1
Male,46,Bachelors,2,71.282187,1,0
Male,36,Bachelors,17,58.227563,1,0
Female,28,PhD,4,61.144561,0,1
Female,21,High School,13,51.203069,0,1
Male,32,Masters,3,73.921916,0,0
Female,25,Masters,6,48.166589,0,1
Male,23,Bachelors,19,49.104298,0,0
Male,21,PhD,11,83.168557,0,0
Male,24,Bachelors,1,67.735833,1,0
Female,28,Bachelors,10,56.890401,1,1
Male,23,High School,13,79.967014,0,0
Male,30,Bachelors,15,88.788467,1,0
Female,22,Bachelors,19,63.647395,1,1
Female,31,Bachelors,5,60.32498,0,1
Female,45,Masters,3,65.9493,1,1
Female,30,Masters,14,53.143122,0,1
Male,41,High School,0,70.361144,1,0
Male,34,Bachelors,6,71.448636,0,0
Male,27,Masters,11,62.133747,0,0
Male,47,High School,9,70.211736,1,0
Female,47,High School,4,60.63763,0,1
Male,22,High School,11,75.170169,1,0
Male,29,Bachelors,17,74.373238,1,0
Female,36,High School,9,47.861772,0,1
Male,33,PhD,5,82.292589,1,0
Male,29,Bachelors,11,81.462812,0,0
Male,40,Bachelors,6,69.038516,0,0
Male,24,Bachelors,17,74.555087,0,0
Male,42,Bachelors,1,67.834462,0,0
Male,30,Bachelors,9,77.519577,0,0
Female,46,Masters,14,48.33223,0,1
Female,46,Masters,11,70.205228,1,1
Male,42,Bachelors,16,77.022076,1,0
Male,32,Masters,3,77.254338,1,0
Female,37,Masters,6,57.836443,1,1
Male,34,Masters,8,55.873815,0,0
Male,34,High School,18,78.839347,0,0
Male,45,High School,6,56.204387,0,0
Female,22,Bachelors,1,67.412074,0,1
Male,41,Bachelors,5,62.278728,0,0
Female,45,Bachelors,17,43.735497,1,1
Male,40,Bachelors,5,70.009997,0,0
Female,31,Masters,12,73.499436,0,1
Female,36,Masters,18,50.332779,0,1
Male,39,Masters,1,85.990346,0,0
Female,43,Bachelors,11,63.750285,0,1
Male,26,Bachelors,14,71.567595,1,0
Female,44,Bachelors,13,57.615965,0,1
Male,39,High School,5,66.341026,0,0
Male,25,High School,17,74.301672,1,0
Female,46,Bachelors,4,68.459414,0,1
Male,24,Bachelors,17,64.065038,1,0
Male,35,Masters,2,61.934867,0,0
Female,49,High School,2,57.47272,0,1
Male,24,Masters,9,83.936287,0,0
Male,40,Bachelors,18,57.831117,0,0
Female,30,Bachelors,2,70.200403,0,1
Female,44,Bachelors,11,56.903665,0,1
Male,42,Bachelors,15,53.472609,0,0
Male,23,Bachelors,16,65.383676,0,0
Female,46,Bachelors,6,66.018605,0,1
Female,25,High School,12,77.93642,0,1
Male,26,High School,1,56.726273,1,0
Female,41,Bachelors,3,30.0,0,1
Male,42,Masters,9,56.904472,1,0
Male,28,Bachelors,6,81.304155,0,0
Male,27,Masters,16,52.062583,0,0
Male,41,Bachelors,19,84.972539,1,0
Male,30,Masters,5,82.148089,1,0
Female,26,Masters,18,61.197055,0,1
Female,34,Bachelors,4,54.388718,0,1
Female,24,Bachelors,9,59.837969,0,1
Female,48,Masters,8,67.265731,0,1
Male,45,Bachelors,12,74.584765,0,0
Male,33,Bachelors,18,87.396594,1,0
Male,40,High School,5,67.398976,1,0
Male,37,Masters,3,56.99157,1,0
Female,43,Masters,2,46.168871,0,1
Male,27,High School,2,53.227087,0,0
Male,24,Bachelors,3,71.962789,0,0
Female,49,Bachelors,4,56.666106,0,1
Female,34,High School,7,59.812993,0,1
Female,23,PhD,15,51.140329,0,1
Female,44,Bachelors,2,48.723968,0,1
Male,25,High School,11,76.143359,0,0
Male,36,Bachelors,7,45.369361,1,0
Female,46,Masters,12,50.500514,0,1
Male,43,High School,3,77.864902,1,0
Male,40,Bachelors,13,60.991616,0,0
Male,24,Bachelors,13,73.916754,0,0
Female,44,High School,12,50.203823,0,1
Male,44,High School,5,65.441551,0,0
Female,22,Bachelors,16,67.670638,1,1
Male,38,Bachelors,3,57.221517,0,0
Male,39,Masters,7,77.452783,0,0
Male,48,Masters,16,70.459205,1,0
Female,48,PhD,2,70.583164,0,1
Male,39,Bachelors,16,72.0815,1,0
Female,37,PhD,8,50.236918,0,1
Female,34,Bachelors,1,73.513522,0,1
Female,39,Bachelors,12,51.248594,0,1
Male,42,High School,19,67.728439,1,0
Male,44,High School,1,79.574089,1,0
Male,33,Bachelors,19,51.200722,0,0
Male,32,Bachelors,10,84.39669,1,0
Female,46,Bachelors,14,48.003412,1,1
Female,26,Bachelors,10,56.937908,0,1
Female,41,Bachelors,2,58.907334,1,1
Male,24,Bachelors,2,69.582941,1,0
Female,39,Bachelors,11,66.878591,0,1
Male,36,Masters,4,53.991924,0,0
Female,33,Masters,19,65.702203,0,1
Male,24,Bachelors,6,78.072424,0,0
Male,43,Bachelors,6,80.292258,0,0
Female,37,Bachelors,12,45.700933,0,1
Female,43,Masters,8,42.810885,0,1
Female,21,Bachelors,12,57.31681,0,1
Female,38,Bachelors,11,43.003416,0,1
Male,40,High School,12,51.960321,0,0
Female,37,Bachelors,9,56.914522,0,1
Female,47,Bachelors,0,63.196787,0,1
Female,48,Masters,7,89.770497,0,1
Male,47,Bachelors,15,75.486752,1,0
Male,35,Bachelors,12,87.5227,0,0
Female,31,Masters,2,58.726087,0,1
Male,45,Masters,2,75.59566,1,0
Female,48,Bachelors,4,57.149576,1,1
Male,42,Bachelors,10,96.831232,1,0
Male,33,Bachelors,6,63.144091,1,0
Male,21,Masters,9,64.500257,1,0
Male,37,High School,9,77.965407,1,0
Female,26,Masters,19,63.680477,0,1
Female,24,Bachelors,1,53.105214,0,1
Female,40,Bachelors,2,68.884038,0,1
Male,36,High School,7,69.588528,1,0
Female,35,Bachelors,10,58.371691,0,1
Female,47,Bachelors,12,61.661247,0,1
Female,35,High School,6,42.254215,0,1
Male,26,Bachelors,12,54.06746,0,0
Male,35,PhD,1,80.868956,0,0
Male,34,Bachelors,5,63.230383,1,0
Female,48,Masters,8,57.312645,0,1
Female,31,High School,19,77.192945,1,1
Female,27,Bachelors,1,60.029757,1,1
Male,29,High School,17,67.899112,0,0
Male,46,Bachelors,15,78.960776,0,0
Female,36,Masters,11,50.846637,0,1
Male,25,Bachelors,6,82.029292,1,0
Male,45,High School,6,78.755579,0,0
Male,40,Bachelors,16,88.303332,0,0
Male,49,Bachelors,12,63.09657,1,0
Female,30,Bachelors,10,69.993054,0,1
Male,38,Masters,5,75.540921,1,0
Male,23,Masters,13,56.746336,1,0
Male,33,Bachelors,5,44.038236,0,0
Male,31,Bachelors,5,62.019731,0,0
Female,37,Bachelors,1,62.683622,1,1
Female,42,High School,19,64.749011,0,1
Male,33,Bachelors,14,69.409189,0,0
Male,26,Bachelors,16,69.498706,0,0
Male,37,Bachelors,7,68.740065,1,0
Male,47,Bachelors,4,80.312171,0,0
Male,33,High School,16,55.637103,1,0
Male,39,Bachelors,19,72.682899,1,0
Female,41,High School,0,49.90849,0,1
Male,39,High School,17,60.934589,1,0
Female,30,Masters,14,71.309901,0,1
Female,23,High School,4,52.015051,0,1
Male,34,Bachelors,6,68.604818,1,0
Female,46,High School,17,80.648068,1,1
Female,39,Masters,5,66.084936,0,1
Female,25,Bachelors,4,53.496753,0,1
Female,49,Bachelors,18,58.113693,1,1
Female,25,Bachelors,9,48.396138,0,1
Female,40,Masters,14,73.620004,0,1
Male,37,PhD,9,80.113518,1,0
Female,41,Bachelors,15,64.834666,0,1
Female,30,Masters,11,69.850066,0,1
Female,25,Masters,17,53.630102,1,1
Male,24,Masters,0,54.520876,1,0
Female,26,Bachelors,15,62.805908,0,1
Male,46,Bachelors,5,78.885579,0,0
Female,24,Bachelors,2,76.999199,0,1
Male,27,Masters,1,67.991098,1,0
Male,27,Bachelors,1,66.532487,0,0
Female,38,Bachelors,12,55.690921,0,1
Female,23,Bachelors,8,67.278342,0,1
Male,21,Masters,15,67.179107,1,0
Female,44,Masters,4,60.880961,1,1
Male,45,High School,6,78.310529,1,0
Male,24,Masters,12,63.741638,1,0
Male,26,Bachelors,19,83.91154,0,0
Male,29,Masters,12,76.33089,0,0
Male,42,Bachelors,6,51.423794,0,0
Female,34,Bachelors,9,55.387425,1,1
Male,48,Masters,14,49.756565,0,0
Male,32,Bachelors,5,68.033206,0,0
Female,48,Masters,4,52.683287,0,1
Male,45,Bachelors,1,78.348548,0,0
Female,40,Bachelors,14,48.055638,0,1
Female,44,Bachelors,15,60.896031,0,1
Female,45,Bachelors,18,65.305375,1,1
Male,24,Bachelors,8,72.571949,1,0
Male,41,High School,18,81.401236,1,0
Male,44,Bachelors,6,90.682889,0,0
Female,32,High School,3,59.110909,0,1
Male,30,PhD,2,74.051795,1,0
Female,42,PhD,19,51.967325,1,1
Male,48,Bachelors,10,59.804766,0,0
Female,27,Masters,0,70.57941,0,1
Male,23,Bachelors,5,79.015255,0,0
Male,43,Bachelors,10,59.703801,0,0
Male,48,Masters,0,56.917795,1,0
Female,34,Masters,6,50.134617,0,1
Female,44,Bachelors,5,60.508209,0,1
Male,30,Masters,13,65.908736,0,0
Male,36,Bachelors,1,71.605149,0,0
Female,36,PhD,3,70.657574,1,1
Female,42,High School,10,65.373726,0,1
Female,30,Bachelors,14,67.202017,1,1
Male,45,Bachelors,17,45.484636,1,0
Female,33,Bachelors,0,44.772357,0,1
Male,26,High School,2,62.035432,0,0
Female,32,Masters,2,52.187814,0,1
Male,29,High School,6,78.398278,0,0
Female,33,Bachelors,0,50.682438,0,1
Female,24,Bachelors,10,63.313246,1,1
Female,44,Bachelors,5,49.244281,0,1
Female,31,Bachelors,19,47.940253,0,1
Female,40,Bachelors,2,48.898963,1,1
Male,38,High School,18,92.582665,0,0
Female,46,High School,1,51.648196,0,1
Female,31,Bachelors,17,65.368102,1,1
Female,45,Masters,11,44.809634,0,1
Male,41,Masters,9,84.18929,0,0
Female,24,High School,4,61.745518,1,1
Male,38,Bachelors,8,72.739789,1,0
Female,21,High School,1,63.681803,1,1
Female,47,High School,1,63.927714,0,1
Male,27,Bachelors,5,78.090673,1,0
Female,26,Bachelors,9,53.392267,0,1
Male,35,High School,17,63.424117,0,0
Male,38,Bachelors,11,70.492239,0,0
Female,44,High School,3,67.077483,0,1
Male,31,Masters,16,69.333445,0,0
Female,40,PhD,14,64.048298,1,1
Female,44,High School,5,63.596733,0,1
Male,35,Bachelors,15,67.830167,0,0
Male,36,Masters,16,52.5282,1,0
Male,27,Masters,2,64.964721,0,0
Male,41,Bachelors,9,87.427972,0,0
Female,30,High School,4,64.559917,1,1
Female,46,High School,13,50.393691,0,1
Male,32,Bachelors,12,72.506516,0,0
Female,44,Bachelors,5,65.841853,0,1
Female,34,High School,11,50.242031,1,1
Female,45,Bachelors,7,69.554707,0,1
Female,25,High School,4,64.405699,0,1
Male,46,Masters,14,59.000912,1,0
Male,41,Bachelors,15,78.563663,0,0
Female,38,High School,0,57.76905,0,1
Male,25,Bachelors,15,68.208696,0,0
Male,23,Bachelors,4,59.840313,1,0
Male,43,PhD,2,76.314464,1,0
Female,46,Bachelors,19,58.899284,0,1
Female,25,Bachelors,14,65.487764,0,1
Female,44,Masters,12,52.689307,0,1
Male,37,Bachelors,15,63.345967,0,0
Female,39,Masters,10,52.988303,0,1
Female,39,Bachelors,1,65.124185,0,1
Male,45,Bachelors,5,63.196502,0,0
Female,41,High School,5,54.959292,0,1
Female,32,Bachelors,13,50.909317,0,1
Male,45,Masters,10,74.400839,0,0
Male,49,Masters,7,52.646976,0,0
Male,29,Bachelors,7,72.470329,0,0
Female,21,Bachelors,0,76.159291,1,1
Female,38,Masters,6,73.330185,0,1
Female,41,Masters,5,54.199625,0,1
Male,24,High School,7,74.946018,0,0
Male,30,Bachelors,18,73.005655,0,0
Female,45,Bachelors,19,76.583577,0,1
Female,27,Masters,7,31.413058,1,1
Male,42,High School,13,81.128674,0,0
Male,43,Bachelors,17,67.324823,1,0
Male,21,Masters,15,62.567711,1,0
Male,37,High School,8,62.28198,1,0
Female,44,Bachelors,14,48.29443,0,1
Male,49,Bachelors,9,63.858816,0,0
Female,49,Bachelors,15,47.743561,1,1
Female,22,Bachelors,3,62.15784,1,1
Female,48,Bachelors,19,64.574308,0,1
Male,46,High School,12,67.434266,0,0
Male,31,Bachelors,4,84.997232,1,0
Male,29,Masters,6,64.515787,0,0
Male,27,Masters,8,66.911376,1,0
Female,42,High School,7,53.362071,0,1
Male,37,High School,15,75.986189,1,0
Male,37,Bachelors,5,76.995735,0,0
Female,22,Bachelors,15,61.975218,0,1
Male,26,Bachelors,5,68.758913,0,0
Female,34,Bachelors,13,47.355244,0,1
Female,26,High School,0,58.739619,0,1
Female,22,High School,8,75.960083,0,1
Female,21,Bachelors,12,66.732267,0,1
Female,30,Bachelors,18,59.697164,1,1
Female,41,High School,16,54.571001,0,1
Female,25,Bachelors,10,58.260714,0,1
Female,22,Bachelors,7,54.209738,0,1
Male,42,Masters,4,81.930517,0,0
Male,36,Masters,9,61.61033,1,0
Male,45,Bachelors,6,79.236693,1,0
Male,22,Bachelors,9,64.707974,0,0
Female,30,Bachelors,3,74.157041,0,1
Male,22,Bachelors,8,74.267759,1,0
Female,36,Bachelors,13,49.019654,1,1
Male,36,Masters,1,66.906876,1,0
Male,39,Bachelors,8,77.116406,1,0
Male,49,Masters,0,65.008572,0,0
Female,27,Bachelors,9,59.708742,0,1
Male,42,High School,9,64.870558,0,0
Female,32,Masters,19,77.29234,0,1
Female,44,Bachelors,2,78.197213,0,1
Male,35,Bachelors,5,84.63124,0,0
Male,28,Bachelors,5,68.75626,0,0
Male,26,High School,1,65.972474,0,0
Female,48,PhD,17,53.926568,0,1
Male,47,High School,1,85.357213,0,0
Female,30,PhD,11,70.309537,0,1
Female,23,PhD,4,67.359407,1,1
Male,39,Masters,19,67.500721,1,0
Male,37,Bachelors,6,52.421025,0,0
Female,27,Bachelors,15,46.223632,0,1
Female,41,Masters,19,58.957428,0,1
Female,40,Bachelors,0,55.301163,1,1
Male,46,Bachelors,0,63.622987,0,0
Female,24,Bachelors,16,63.11571,0,1
Male,34,Bachelors,0,80.136598,1,0
Female,40,Bachelors,19,53.255567,0,1
Female,42,Bachelors,12,46.809867,0,1
Male,35,Bachelors,8,63.225288,0,0
Female,44,Masters,14,47.246085,0,1
Male,28,Bachelors,2,75.928326,0,0
Male,41,Masters,13,69.958912,1,0
Female,35,Bachelors,10,79.022162,0,1
Male,42,Masters,11,77.346851,1,0
Male,40,Bachelors,12,88.138561,0,0
Female,48,Masters,12,44.562819,0,1
Male,34,High School,0,37.471412,0,0
Male,47,Masters,9,72.42992,0,0
Male,49,High School,2,71.232202,0,0
Female,29,Masters,3,57.915843,0,1
Male,28,PhD,15,70.957967,1,0
Female,46,Bachelors,7,46.777711,0,1
Female,48,Bachelors,15,62.010809,0,1
Male,46,Masters,16,77.361932,0,0
Male,37,Bachelors,18,58.002513,0,0
Male,22,Masters,14,66.463636,0,0
Female,45,High School,15,54.685929,0,1
Male,44,High School,14,63.291891,0,0
Male,23,PhD,1,58.388876,0,0
Male,28,Bachelors,10,70.12505,1,0
Male,32,Masters,0,72.608055,0,0
Male,21,Bachelors,14,63.898179,0,0
Female,30,Bachelors,18,49.802472,1,1
Female,40,Bachelors,3,65.918474,0,1
Male,23,Bachelors,10,62.326795,1,0
Male,26,Bachelors,4,66.907945,0,0
Male,27,Bachelors,2,65.639234,1,0
Male,40,Bachelors,12,82.457087,0,0
Female,43,Bachelors,9,53.212111,0,1
Male,45,Masters,10,87.255266,1,0
Female,47,Bachelors,17,65.952552,0,1
Female,38,Bachelors,1,79.900432,0,1
Male,31,Bachelors,6,76.646388,1,0
Female,39,Bachelors,8,56.811358,1,1
Female,25,Masters,9,49.24528,1,1
Female,39,Bachelors,17,56.440423,0,1
Female,31,High School,6,72.247337,0,1
Male,44,High School,6,69.520612,1,0
Male,32,Bachelors,2,76.609194,1,0
Female,30,Masters,11,63.430124,0,1
Male,28,High School,6,72.496612,1,0
Male,44,Masters,16,72.881597,1,0
Male,48,Bachelors,0,74.953415,1,0
Male,48,Bachelors,4,61.858925,0,0
Male,29,Masters,15,67.250957,0,0
Female,24,Bachelors,14,64.642307,1,1
Male,25,Bachelors,1,71.634872,0,0
Male,41,High School,8,65.387954,0,0
Male,28,High School,6,74.166009,0,0
